TRIP_ID,PREDICTED_DURATION
T128,-1310.4562490361345
T129,300.48574248079285
T130,517.8910661534196
T131,594.9774978438784
T132,605.3051242746865
T133,717.0110043115671
T134,997.6601027735318
T135,585.7723716330124
T136,443.7401685505324
T137,781.8763402115794
T138,868.1510933718257
T139,203.05009664202453
T140,232.1790593777455
T141,656.6535982912105
T142,326.2047018228518
T143,607.1584437723529
T144,639.5132141609406
T145,762.3896336979561
T146,744.0694822051596
T147,335.0484218450242
T148,578.8002789738701
T149,1292.555273830497
T151,423.85440092405724
T152,835.9078953327431
T153,381.9968865759279
T154,589.9131751690807
T155,716.0578029564615
T156,852.5163603192359
T157,1156.054056135465
T158,573.1887846652321
T159,-32.44845638826109
T160,637.825805421428
T161,829.4760268032087
T162,103.94711543026688
T163,517.3421408379149
T164,66.1894667586098
T166,754.8389823078192
T167,476.5621145313112
T168,632.5100589972385
T169,583.453307094001
T170,704.1758517974431
T171,792.8264307560826
T172,524.8802175031237
T173,1061.4959737146776
T174,808.247899951616
T175,614.1305470158163
T176,-562.7752684357179
T177,175.14132380666751
T178,857.3227167143114
T179,722.9993590830154
T180,451.95454130633925
T182,-2098.302641012014
T183,-75.70974888676528
T184,1035.1168347519385
T185,335.62577976834336
T186,758.5385953320701
T187,521.3489786716864
T188,897.2564103392318
T189,215.47762635452864
T190,446.4964622341922
T191,177.666282121289
T192,351.7508142344486
T193,390.06266438937064
T194,636.8997465642228
T195,885.3777426730308
T196,460.9537049098876
T197,1212.922763069241
T198,603.9256416158355
T199,589.7451778355121
T200,656.3305190519827
T201,666.8045425094906
T202,755.9406341320087
T203,396.23267047048876
T204,-612.7827728966436
T205,491.30320198310847
T206,828.7847500363537
T207,877.9403019106328
T208,928.6654815420356
T209,538.6115426238252
T210,612.5930297728105
T211,752.5629532828181
T212,235.12477095458007
T213,267.20107374812983
T214,678.8571973686194
T215,293.0727454769444
T216,298.86429444131545
T217,1004.2481959119259
T218,788.8848639580469
T219,59.91249480734996
T220,702.3391545317043
T221,344.6809807759482
T222,797.8640452146545
T223,989.515512850915
T224,849.0148634743887
T225,1010.8606918240932
T226,147.97208336580707
T227,401.70419621321025
T228,815.2808395472271
T229,640.3270493966264
T230,722.4406963145734
T231,642.1180813990163
T232,-403.3226728655932
T233,487.35658677392166
T234,428.02181884158244
T235,668.2462163790265
T236,-226.72564706201183
T237,724.7967320731855
T238,787.8520887579168
T239,867.2555706048206
T240,927.1083079764943
T241,714.2284829356208
T242,670.3999690014311
T243,448.7796796085195
T244,679.1788791197082
T245,584.121130957984
T246,1121.406894005917
T248,549.171653384707
T249,187.40452912037426
T250,761.0468282868221
T251,29.095827179182834
T252,662.8841064188832
T253,924.5221914551038
T254,219.56850054824508
T255,692.74867483555
T256,754.7475875333844
T257,490.6355039688151
T258,75.21702639132172
T259,-1503.2952060105813
T260,909.0063425912501
T261,1124.958288442506
T262,673.0679701670693
T263,632.6323794099349
T264,390.77400735762103
T265,806.6938520421517
T266,-96.70240820786375
T267,621.3750253014864
T268,229.112266535049
T269,694.9500105955744
T270,758.7967270910752
T271,811.8303492860964
T272,371.2032544335748
T273,570.2305113969401
T274,77.02344990048641
T275,213.12498508235922
T276,840.3585556176259
T277,729.5095820961742
T278,522.8878342629216
T279,-2031.1685590141055
T280,854.1475695894972
T281,457.5364506403125
T282,727.7255689119925
T283,676.4792767980475
T284,394.51802535850993
T285,477.5809251980977
T286,752.9230629390424
T287,304.0993632172981
T288,149.33755904034706
T289,-222.86154374381977
T290,722.0967286906148
T291,560.1997397320547
T292,699.7759509688465
T293,847.3734188641122
T294,724.7120537354754
T295,761.7365820042451
T296,514.6466813450052
T297,605.1753056589764
T298,550.6359518855897
T299,527.8413497890301
T300,445.7252134442465
T301,967.5905662362899
T302,735.7958092801787
T303,-658.7655097250895
T304,508.4477450213094
T305,432.7097867604359
T306,13.996977407267423
T307,780.2818273478979
T308,771.2349893763326
T309,4260.212230026482
T310,780.8505805823957
T311,775.5569986173018
T312,697.830657427934
T313,885.9178769961
T314,761.4336672642535
T315,567.4361343085461
T316,755.5379339946976
T317,934.4284485159492
T318,768.3507090387643
T319,1085.8678205585247
T320,831.6110163771068
T321,1003.3040191562505
T322,715.2948826225991
T323,555.9330036078927
T324,619.453724678513
T325,513.721621137222
T326,685.9429857770615
T327,659.6940840542743
